Order ID,Order Date,Ship Date,Customer Id,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1023,04-04-2024,09-04-2024,CUST433,Jennifer Singh,Consumer,PROD6458,Mouse,Electronics,West,Mississippi,Schmidtshire,3,3422,5,9752.7,8662.05,1090.65,Credit Card,Pending,Green LLC,richardsondavid@rodriguez.com,14,No,0
ORD1024,03-02-2024,09-02-2024,CUST477,Charles Huang,Corporate,PROD1042,Office Chair,Furniture,North,Mississippi,South Melissa,1,3609,10,3248.1,2575.78,672.32,Net Banking,Returned,"Thomas, Booth and Downs",michaelsanchez@nelson.info,6,Yes,48
ORD1025,23-06-2025,26-06-2025,CUST807,David Acosta,Home Office,PROD3186,Headphones,Electronics,East,Rhode Island,New Michaelview,8,4376,15,29756.8,25511.7,4245.1,UPI,Delivered,"Reed, Woodward and Murray",scottadam@mcgee-morgan.com,10,No,0
ORD1026,22-08-2024,26-08-2024,CUST691,Richard Schaefer,Home Office,PROD4867,Rice Bag,Grocery,South,Oregon,West Stevenmouth,5,2807,5,13333.25,11814.19,1519.06,Net Banking,Delivered,Matthews-Thompson,paulryan@crawford.com,38,No,0
ORD1027,16-09-2025,19-09-2025,CUST540,Nicole Rogers,Consumer,PROD2281,File Folder,Office Supplies,South,Indiana,North Timothy,2,1917,5,3642.3,3043.69,598.61,Net Banking,Pending,Lee Ltd,bryanwagner@miller-mills.org,10,No,0
ORD1028,16-07-2025,23-07-2025,CUST230,Brian Hudson,Corporate,PROD8685,Juice Pack,Grocery,West,Minnesota,Gloverland,3,3421,15,8723.55,7469.7,1253.85,Cash,Returned,Mccann-Ramirez,charlesmartinez@wilcox-olson.com,36,No,0
ORD1029,28-02-2025,03-03-2025,CUST139,Brooke Webster,Home Office,PROD7954,Study Table,Furniture,West,Indiana,East Alecbury,5,2200,20,8800,5972.41,2827.59,Credit Card,Pending,"Yates, Anderson and Perez",isaac37@gamble.com,42,No,0
ORD1030,01-09-2024,07-09-2024,CUST682,Steven Stevens,Consumer,PROD9526,Pen,Office Supplies,South,Michigan,Franklinborough,1,4830,0,4830,3776.43,1053.57,UPI,Pending,"Ward, Harris and Erickson",tamarataylor@moore.com,13,No,0
ORD1031,02-02-2026,07-02-2026,CUST717,Alexis Medina,Corporate,PROD4711,Monitor,Electronics,East,Arizona,North Andrea,4,4496,20,14387.2,9015.84,5371.36,Net Banking,Returned,Heath-Walker,zjohnson@anderson-gray.com,36,No,0
ORD1032,18-05-2024,24-05-2024,CUST206,Stephanie Wood,Consumer,PROD2181,Calculator,Office Supplies,South,North Dakota,New Christina,7,648,0,4536,3656.13,879.87,Cash,Cancelled,Jones-Middleton,tyler44@sims.biz,50,No,0
ORD1033,10-08-2025,14-08-2025,CUST657,Tracy Morse,Home Office,PROD7013,Stapler,Office Supplies,South,Pennsylvania,Port Carrieton,4,1275,10,4590,4023.99,566.01,Credit Card,Returned,Morrison Inc,wilsonsean@turner-smith.com,49,No,0
ORD1034,28-07-2024,02-08-2024,CUST575,Joshua Lynch,Home Office,PROD6316,Dining Table,Furniture,East,West Virginia,Patriciaview,2,2460,15,4182,2660.05,1521.95,UPI,Delivered,Robinson LLC,jryan@richardson.com,36,No,0
ORD1035,14-10-2024,17-10-2024,CUST392,Jessica Rojas,Consumer,PROD8083,Sancks,Grocery,East,Oregon,Johnsonshire,2,1280,5,2432,1551.53,880.47,Net Banking,Returned,Suarez-Campbell,colekristin@rosario.com,33,No,0
ORD1036,13-01-2025,19-01-2025,CUST686,Gabriel Cooper,Corporate,PROD1224,Pen,Office Supplies,East,Delaware,Jonesburgh,5,523,20,2092,1360.65,731.35,Net Banking,Delivered,"Brady, Williams and Cowan",craigalvarez@clark.net,48,No,0
ORD1037,22-08-2024,23-08-2024,CUST160,Brandon Rivera,Home Office,PROD8905,Calculator,Office Supplies,West,New Mexico,Kevinbury,7,2006,5,13339.9,11680.34,1659.56,Credit Card,Delivered,Robertson Ltd,awhite@daniel.com,42,No,0
ORD1038,21-02-2024,24-02-2024,CUST213,Adam Hall,Home Office,PROD1959,Bookshelf,Furniture,West,Wisconsin,New Timothy,2,1468,0,2936,2583.12,352.88,Cash,Returned,Gallegos-Caldwell,daniel10@terrell.com,49,No,0
ORD1039,08-08-2025,14-08-2025,CUST647,Russell Parrish MD,Corporate,PROD1737,Bookshelf,Furniture,North,Rhode Island,East Jodiside,5,685,15,2911.25,2271.39,639.86,Credit Card,Pending,"Barron, Howell and Jordan",mcgrathjohn@west.com,2,Yes,29
ORD1040,08-05-2025,12-05-2025,CUST577,Samuel Cruz,Consumer,PROD4937,File Folder,Office Supplies,North,Nebraska,West Williamchester,6,4067,5,23181.9,19422.08,3759.82,Cash,Delivered,"Ibarra, Velazquez and Phillips",zunigamatthew@meyers-montoya.com,7,Yes,49
ORD1041,19-06-2025,23-06-2025,CUST405,Dominique Murphy,Home Office,PROD4394,Sofa,Furniture,North,Delaware,Baileyfurt,10,2970,20,23760,16752.49,7007.51,Cash,Delivered,Smith-Ramirez,pittsjose@carlson.org,21,No,0
ORD1042,24-10-2025,27-10-2025,CUST780,Jonathan Dudley,Corporate,PROD4057,Sofa,Furniture,West,Hawaii,North Matthew,4,1176,20,3763.2,2699.26,1063.94,Cash,Pending,Johnson-Martinez,jennifer76@white.com,31,No,0
ORD1043,02-12-2024,07-12-2024,CUST454,Tony Crawford,Consumer,PROD6221,File Folder,Office Supplies,South,Wisconsin,Larryburgh,8,1262,0,10096,7842.36,2253.64,Net Banking,Delivered,"Leonard, Lee and Downs",dustinjohns@evans-stone.net,20,No,0
ORD1044,13-12-2025,15-12-2025,CUST824,Heather Garcia,Corporate,PROD9741,Notebook,Office Supplies,South,Alabama,South Alisha,9,3793,0,34137,24257.89,9879.11,Credit Card,Pending,"Page, Boyer and Peterson",sanchezbrianna@solomon.net,27,No,0
ORD1045,02-01-2026,09-01-2026,CUST847,Bobby Miller,Corporate,PROD4912,Notebook,Office Supplies,North,Florida,Steveville,6,1593,5,9080.1,7638.74,1441.36,Credit Card,Delivered,Anderson and Sons,jodylevine@branch-chapman.biz,5,Yes,32
ORD1046,10-08-2024,13-08-2024,CUST989,Paul Ross,Consumer,PROD6125,Calculator,Office Supplies,South,Minnesota,Chasemouth,9,3121,5,26684.55,22260.98,4423.57,UPI,Cancelled,Simpson-Hernandez,mharris@mcconnell.com,29,No,0
ORD1047,04-07-2024,10-07-2024,CUST865,Devin Nguyen,Consumer,PROD2230,Bookshelf,Furniture,East,Montana,Nguyenborough,1,147,15,124.95,99.87,25.08,UPI,Cancelled,Ward-Nichols,andrewsavage@hernandez-mclean.com,9,Yes,39
ORD1048,10-05-2024,16-05-2024,CUST942,Douglas Smith,Corporate,PROD7122,Keyboard,Electronics,North,New Mexico,Pattymouth,3,1604,10,4330.8,2900.41,1430.39,Cash,Cancelled,Donovan Ltd,cathy35@lang.com,25,No,0
ORD1049,15-09-2024,16-09-2024,CUST103,Martha Evans,Corporate,PROD4026,Study Table,Furniture,East,North Dakota,Port Debbieville,5,2545,10,11452.5,7934.95,3517.55,Credit Card,Returned,Nguyen-Shields,mmalone@goodwin.com,42,No,0
ORD1050,21-05-2024,25-05-2024,CUST153,James Montes,Consumer,PROD8614,Pen,Office Supplies,South,Massachusetts,West Richardmouth,8,3055,10,21996,15501.7,6494.3,UPI,Cancelled,Robinson-King,xcopeland@hamilton-odom.info,5,Yes,36
ORD1051,19-08-2025,22-08-2025,CUST841,Sandra Thompson,Corporate,PROD4303,File Folder,Office Supplies,South,Arkansas,Freyborough,3,2699,5,7692.15,4858.17,2833.98,UPI,Returned,"Griffith, Jackson and Olson",melissa69@jones.com,45,No,0
ORD1052,17-09-2024,20-09-2024,CUST696,Christopher Holloway,Home Office,PROD5266,Study Table,Furniture,East,Ohio,Williamsonfurt,2,3801,5,7221.9,6374.16,847.74,Credit Card,Delivered,Reed Group,jlopez@rowe.info,14,No,0
ORD1053,28-11-2025,05-12-2025,CUST283,Lauren Wright,Corporate,PROD5002,Cooking Oil,Grocery,West,Utah,Lake Jessica,3,269,20,645.6,534.5,111.1,UPI,Cancelled,"West, Anderson and Torres",ijackson@stone.com,5,Yes,28
ORD1054,25-10-2024,26-10-2024,CUST382,Joseph Bolton,Consumer,PROD4928,Monitor,Electronics,West,Georgia,South Charlesland,10,1055,15,8967.5,6158.71,2808.79,Credit Card,Delivered,Ryan LLC,calebjones@wilson-koch.com,32,No,0
ORD1055,24-07-2025,30-07-2025,CUST132,Dr. Morgan Ward,Home Office,PROD5000,Notebook,Office Supplies,East,Georgia,Jacobborough,3,3511,20,8426.4,5497.78,2928.62,UPI,Returned,Wright-Stephenson,albert59@smith-gomez.com,34,No,0
ORD1056,18-04-2025,22-04-2025,CUST488,Kristen Davis,Corporate,PROD1612,Study Table,Furniture,East,Texas,North Codyville,1,3401,5,3230.95,2648.21,582.74,Cash,Pending,"Bailey, Mclaughlin and Ross",johnsontaylor@rice.info,44,No,0
ORD1057,17-03-2024,23-03-2024,CUST646,Leah Whitaker,Corporate,PROD7820,Rice Bag,Grocery,South,Hawaii,Lake Michael,6,3583,5,20423.1,16546.52,3876.58,Net Banking,Cancelled,Harris-Vazquez,connerlauren@smith.biz,5,Yes,37
ORD1058,20-10-2025,21-10-2025,CUST526,Debra James,Consumer,PROD1578,Sofa,Furniture,East,Wyoming,Amandaburgh,9,1355,20,9756,6370.36,3385.64,Credit Card,Returned,Francis Ltd,dsmith@wilkinson.com,7,Yes,37
ORD1059,28-01-2025,29-01-2025,CUST630,Nathaniel Parker,Consumer,PROD3530,Sofa,Furniture,West,Wyoming,Zacharymouth,3,2151,20,5162.4,3938.3,1224.1,Cash,Delivered,Williams-Vasquez,darlene08@moore.com,47,No,0
ORD1060,27-09-2025,28-09-2025,CUST135,Ethan Camacho,Home Office,PROD5437,Monitor,Electronics,North,Montana,Greenberg,7,977,15,5813.15,4006.15,1807,Net Banking,Cancelled,Williams-Payne,tlopez@foster.com,26,No,0
ORD1061,02-12-2024,07-12-2024,CUST711,Jerry Blackwell,Home Office,PROD2387,Dining Table,Furniture,South,Connecticut,Georgefort,10,1820,5,17290,15055.3,2234.7,Credit Card,Returned,"Paul, Atkins and Terry",rebecca56@meyer.com,28,No,0
ORD1062,23-10-2025,25-10-2025,CUST598,Robin Holmes,Corporate,PROD4451,Calculator,Office Supplies,North,Nevada,East Emma,1,4786,20,3828.8,2658.74,1170.06,Credit Card,Delivered,"Rocha, Martin and Freeman",rileybrooks@smith.org,25,No,0
ORD1063,16-01-2026,22-01-2026,CUST460,Dan Collins,Home Office,PROD6903,Headphones,Electronics,West,Colorado,North Andrew,3,2637,5,7515.45,4971.05,2544.4,Net Banking,Delivered,Turner-Odonnell,kerriconner@knight.org,32,No,0
ORD1064,03-04-2024,05-04-2024,CUST681,Brandon Giles,Home Office,PROD9903,File Folder,Office Supplies,West,Tennessee,South Juliaville,9,3443,0,30987,24670.23,6316.77,Credit Card,Delivered,Hart Ltd,jennaayers@estes.com,32,No,0
ORD1065,20-08-2025,24-08-2025,CUST273,Tyler Spears,Consumer,PROD5895,Rice Bag,Grocery,East,Connecticut,Casechester,7,4111,15,24460.45,17761.02,6699.43,Credit Card,Pending,Hernandez Group,jessica61@alvarez-garza.com,31,No,0
ORD1066,18-04-2025,21-04-2025,CUST494,Joseph Murphy,Home Office,PROD2393,Stapler,Office Supplies,North,New Hampshire,Michaelfurt,4,2832,5,10761.6,7870.3,2891.3,Credit Card,Cancelled,Rodriguez LLC,matthewwilliams@schultz.org,45,No,0
ORD1067,20-01-2025,23-01-2025,CUST169,David Vega,Corporate,PROD2021,Notebook,Office Supplies,North,Alaska,New Loriburgh,3,3583,10,9674.1,8212.01,1462.09,Net Banking,Delivered,Hernandez LLC,susanrobinson@lopez-brown.com,36,No,0
ORD1068,27-12-2024,29-12-2024,CUST924,Justin Jensen,Corporate,PROD3200,Sofa,Furniture,South,Massachusetts,Campbellport,7,3150,0,22050,18333.99,3716.01,Net Banking,Delivered,Richard Ltd,ssolomon@castillo-rojas.com,44,No,0
ORD1069,22-07-2024,23-07-2024,CUST221,Kim Hall,Home Office,PROD7654,Pen,Office Supplies,West,Minnesota,South Sandraside,2,3256,0,6512,5080.85,1431.15,Credit Card,Pending,"Callahan, Molina and Garcia",eddie79@burke-moon.net,6,Yes,47
ORD1070,23-03-2024,27-03-2024,CUST781,Taylor Russell,Corporate,PROD3507,Headphones,Electronics,North,Hawaii,Port Steven,4,1036,5,3936.8,2667.58,1269.22,UPI,Returned,"Peters, Bennett and Morris",katherine10@garcia.com,37,No,0
ORD1071,06-06-2024,11-06-2024,CUST636,Emma Booker,Consumer,PROD3861,Stapler,Office Supplies,East,Nevada,Parkerburgh,9,4432,20,31910.4,28624.51,3285.89,Cash,Pending,"Garcia, Ferguson and Palmer",bullockmichael@coffey.info,8,Yes,45
ORD1072,05-10-2024,10-10-2024,CUST875,Randall Morgan,Consumer,PROD8112,Calculator,Office Supplies,North,Arizona,New Hannah,10,3815,0,38150,30331.96,7818.04,UPI,Pending,Ramos-Ford,rfreeman@gould.info,8,Yes,40
ORD1073,16-10-2024,23-10-2024,CUST830,Jessica Thomas,Home Office,PROD9526,Headphones,Electronics,North,Maryland,East Tyler,6,166,0,996,754.3,241.7,UPI,Cancelled,Williams-Bryant,simpsonashley@arnold-mcconnell.com,33,No,0
ORD1074,22-04-2024,23-04-2024,CUST541,Corey Hughes,Home Office,PROD4721,Sancks,Grocery,West,Montana,North Andrea,2,1873,15,3184.1,1961.79,1222.31,UPI,Pending,King-Rose,ryan10@cortez-baxter.net,18,No,0
ORD1075,22-07-2025,26-07-2025,CUST543,Teresa Leon,Home Office,PROD2893,Juice Pack,Grocery,West,Louisiana,Leonardton,8,4760,15,32368,21588.74,10779.26,Cash,Pending,Hernandez-Smith,xwilliams@patel.com,22,No,0
ORD1076,19-08-2025,22-08-2025,CUST868,Michael Barrera,Consumer,PROD7209,Sugar,Grocery,West,South Carolina,Port Kristen,2,1118,5,2124.2,1592.9,531.3,Cash,Delivered,Parker Group,jamie80@ferguson.com,33,No,0
ORD1077,12-10-2024,14-10-2024,CUST354,Elizabeth Kidd,Consumer,PROD8629,Office Chair,Furniture,South,Oklahoma,South Amandaborough,1,4168,10,3751.2,2342.79,1408.41,Cash,Pending,Hall LLC,bgraham@miller.com,38,No,0
ORD1078,22-08-2025,28-08-2025,CUST184,Roger Hernandez,Corporate,PROD7531,Keyboard,Electronics,East,New Hampshire,North Miranda,5,1577,10,7096.5,6138.92,957.58,Cash,Pending,Butler-Fields,julie67@bird.org,18,No,0
ORD1079,22-06-2025,25-06-2025,CUST610,Krystal Hughes,Consumer,PROD7028,Pen,Office Supplies,East,Vermont,Jonathanmouth,5,2233,15,9490.25,6357.12,3133.13,Cash,Delivered,"Barnes, Pearson and Campbell",lori33@newman-hernandez.com,1,Yes,39
ORD1080,13-07-2024,17-07-2024,CUST183,Michelle Riley,Home Office,PROD1492,Headphones,Electronics,West,Hawaii,Port Yolanda,10,519,10,4671,3948.59,722.41,Cash,Pending,Sloan-Long,scottlopez@edwards-murillo.com,30,No,0
ORD1081,16-08-2025,20-08-2025,CUST827,Eric Walker,Corporate,PROD7327,Monitor,Electronics,South,Wisconsin,Port Troy,8,921,15,6262.8,4023.75,2239.05,Credit Card,Delivered,Robertson Ltd,matakristin@goodman.com,5,Yes,48
ORD1082,22-09-2025,25-09-2025,CUST368,Suzanne Pierce,Corporate,PROD2856,Cooking Oil,Grocery,West,New York,Jenniferborough,3,499,20,1197.6,982.23,215.37,UPI,Delivered,"Morgan, Moore and Olson",wilsonadam@wright-howard.net,7,Yes,30
ORD1083,14-06-2025,16-06-2025,CUST559,Jessica Simpson,Home Office,PROD3915,Bookshelf,Furniture,East,Iowa,Williamborough,2,3076,5,5844.4,5106.09,738.31,Credit Card,Cancelled,"Williams, Ellis and Salazar",jennifer04@murphy-lang.com,39,No,0
ORD1084,18-10-2024,24-10-2024,CUST822,Katie Kirk,Home Office,PROD1377,Keyboard,Electronics,West,Kentucky,North Stephanieton,2,1434,20,2294.4,1633.8,660.6,Credit Card,Returned,"Duffy, Burke and Sanders",daniel63@pacheco.com,27,No,0
ORD1085,22-09-2024,26-09-2024,CUST156,Nicholas Kim,Consumer,PROD1724,Sancks,Grocery,West,Louisiana,Russomouth,4,4294,15,14599.6,8795.68,5803.92,Credit Card,Returned,Shah LLC,hsimmons@murray.com,13,No,0
ORD1086,20-08-2024,23-08-2024,CUST209,Nicole Casey,Consumer,PROD2808,Monitor,Electronics,South,Louisiana,South Steveside,6,3887,0,23322,14697.31,8624.69,UPI,Returned,"Young, Garcia and Howard",alvarezyvette@santos-rice.com,7,Yes,42
ORD1087,30-07-2024,04-08-2024,CUST225,Aaron Thompson,Home Office,PROD2704,Office Chair,Furniture,North,Tennessee,Courtneyburgh,4,3932,15,13368.8,10205.74,3163.06,UPI,Cancelled,Aguilar-Lopez,adamsjames@collier-webb.com,24,No,0
ORD1088,12-11-2025,19-11-2025,CUST539,Colleen Lowe,Consumer,PROD8889,Stapler,Office Supplies,South,Arizona,Ronaldfurt,2,1672,20,2675.2,2025.14,650.06,Credit Card,Pending,Turner LLC,andrea42@snyder-wood.org,3,Yes,35
ORD1089,16-08-2024,23-08-2024,CUST354,Michael Clark,Corporate,PROD4354,Study Table,Furniture,East,Vermont,Taylorchester,7,1498,20,8388.8,5378.3,3010.5,Cash,Cancelled,Anthony-Jordan,anne02@smith.org,36,No,0
ORD1090,25-02-2024,29-02-2024,CUST497,Abigail Hughes,Corporate,PROD2956,Office Chair,Furniture,South,Rhode Island,West Stephen,9,1142,15,8736.3,5681.66,3054.64,Cash,Delivered,Bryant PLC,washingtonchad@ramos-ramsey.com,46,No,0
ORD1091,24-11-2025,28-11-2025,CUST703,Angela Wiggins,Corporate,PROD7829,Monitor,Electronics,South,Hawaii,Victoriaville,1,1077,0,1077,736.33,340.67,UPI,Returned,Anderson-Medina,kimberly77@wells.com,45,No,0
ORD1092,24-07-2024,29-07-2024,CUST742,Michael Davis,Consumer,PROD6281,Mouse,Electronics,North,New Mexico,West Ryanport,2,1946,20,3113.6,2727.57,386.03,Net Banking,Returned,"Gray, Anderson and Smith",michelle33@dean.com,21,No,0
ORD1093,04-02-2025,05-02-2025,CUST214,Laura Key,Home Office,PROD1922,Office Chair,Furniture,West,New Hampshire,North Josephfurt,5,4486,15,19065.5,15145.53,3919.97,Credit Card,Returned,"Adams, Hoover and Jackson",christopherknox@long.com,24,No,0
ORD1094,16-02-2025,20-02-2025,CUST150,Juan Williams,Corporate,PROD1358,Sofa,Furniture,North,New Hampshire,East Lisaville,10,3098,0,30980,18985.08,11994.92,UPI,Cancelled,Allen-Crawford,ashleylara@lucas-hoffman.net,34,No,0
ORD1095,31-01-2026,02-02-2026,CUST775,Steve Rivera,Corporate,PROD5396,Mouse,Electronics,West,New Hampshire,Port Melissa,4,1291,10,4647.6,3947.01,700.59,Cash,Delivered,Medina-Jenkins,brandondickerson@lane.com,23,No,0
ORD1096,01-09-2024,08-09-2024,CUST415,Brianna Wright,Corporate,PROD3195,Office Chair,Furniture,South,Florida,Loweryberg,2,3673,15,6244.1,5270.26,973.84,Credit Card,Pending,Mccormick-Norton,scampbell@foley.org,11,No,0
ORD1097,24-11-2024,29-11-2024,CUST733,Timothy Murphy,Consumer,PROD4226,Pen,Office Supplies,East,Oklahoma,Lisahaven,2,213,15,362.1,262.96,99.14,Credit Card,Cancelled,Jimenez Ltd,johnsonbrittney@howard.com,6,Yes,22
ORD1098,19-08-2025,25-08-2025,CUST679,Jennifer Shea,Corporate,PROD8602,Sancks,Grocery,West,Georgia,Moniqueland,10,4864,20,38912,29927.47,8984.53,Cash,Pending,"Thomas, Benitez and Young",flopez@ingram.com,44,No,0
ORD1099,16-10-2024,22-10-2024,CUST475,Troy Jackson,Home Office,PROD5690,Bookshelf,Furniture,West,Wyoming,East Kimberly,9,727,15,5561.55,3856.31,1705.24,UPI,Pending,Carter-Rodriguez,mia07@barry-morales.com,37,No,0
ORD1100,16-08-2024,22-08-2024,CUST651,Sue Hoover,Corporate,PROD6105,Notebook,Office Supplies,South,New Hampshire,Micheleshire,4,3002,10,10807.2,7904.16,2903.04,Net Banking,Returned,Adams-Yang,lgarcia@williams-lee.com,19,No,0
ORD1101,03-12-2025,07-12-2025,CUST112,Marc Patel,Home Office,PROD6916,Monitor,Electronics,South,Florida,East Veronica,2,2301,20,3681.6,2272.06,1409.54,Net Banking,Cancelled,"Morales, Jones and Padilla",acostajoseph@lopez.com,19,No,0
ORD1102,07-02-2025,14-02-2025,CUST509,Kelsey Franklin,Corporate,PROD3952,Juice Pack,Grocery,West,South Carolina,Port Jason,5,954,0,4770,3129.64,1640.36,Credit Card,Delivered,Lara-Smith,nicholas28@cline-anderson.com,21,No,0
ORD1103,16-01-2026,18-01-2026,CUST770,Matthew Melton,Home Office,PROD9060,Stapler,Office Supplies,North,Massachusetts,Millerburgh,9,4754,0,42786,26709.48,16076.52,Cash,Cancelled,"Lane, Turner and Hart",kgarcia@spencer.com,41,No,0
ORD1104,19-01-2026,26-01-2026,CUST127,Allen Owen,Corporate,PROD1896,Keyboard,Electronics,East,Minnesota,East Jodi,2,3862,5,7337.8,5960.58,1377.22,Net Banking,Delivered,Swanson-Porter,amandanichols@moore-clark.com,11,No,0
